lead_id,perfil,origen,etapa,tiene_presupuesto,precio_match,tiene_tipo_preferido,tiene_distrito,dias_inactivo,num_seguimientos,puntuacion_lead,problema_legal,problema_precio,problema_accesibilidad,solo_explorando,convirtio,probabilidad_calculada,fecha_creacion
15833,familiar,web,calificado,1,0,1,1,2,1,0,0,1,0,0,0,0.259,2026-04-06
8966,referido,referido,calificado,1,1,0,1,6,3,90.2,0,0,0,0,1,0.63,2026-04-26
16743,familiar,chat,perdido,1,1,1,1,30,1,63.2,1,0,0,0,0,0.05,2026-05-29
7319,referido,referido,perdido,1,1,1,1,22,1,65.7,0,0,0,0,0,0.32,2026-04-19
9323,referido,referido,negociacion,1,0,0,1,1,5,0,0,0,0,0,1,0.65,2026-03-27
18646,familiar,referido,cierre,1,1,1,1,1,5,95,0,0,0,0,1,0.65,2026-03-20
4618,explorador,chat,contactado,1,0,1,1,14,1,0,0,1,1,0,0,0.084,2026-06-04
1046,explorador,web,contactado,0,0,0,0,3,0,47.4,0,0,0,0,0,0.12,2026-05-23
3271,explorador,web,contactado,0,0,0,1,1,2,0,0,0,0,1,0,0.056,2026-05-12
1235,explorador,web,calificado,0,0,1,0,5,3,36.5,0,0,0,1,0,0.063,2026-04-13
12998,inversor,referido,contactado,1,1,1,1,5,1,95,0,0,0,0,0,0.44,2026-04-01
11185,inversor,telegram,cierre,1,1,1,1,1,7,0,1,0,0,0,1,0.369,2026-03-27
19194,familiar,chat,propuesta,1,0,0,1,3,2,56.8,0,0,0,0,1,0.41,2026-05-01
11370,inversor,referido,calificado,1,0,1,0,7,2,87.4,0,0,0,0,1,0.43,2026-03-14
12701,inversor,web,propuesta,0,0,1,1,5,3,51.6,0,0,0,0,1,0.41,2026-03-16
7603,referido,referido,contactado,1,1,0,1,8,0,66.6,0,0,0,0,1,0.55,2026-06-01
17223,familiar,telegram,perdido,0,0,1,1,55,2,0,0,0,0,0,0,0.03,2026-03-16
7641,referido,referido,propuesta,1,1,1,0,6,2,77.2,0,0,0,0,1,0.65,2026-03-07
19624,familiar,referido,contactado,1,1,1,1,5,2,0,0,0,0,0,1,0.43,2026-03-24
6439,referido,referido,negociacion,0,0,1,1,0,3,51.7,0,0,0,0,1,0.65,2026-04-23
15906,familiar,telegram,perdido,1,1,1,0,18,2,0,0,0,0,0,0,0.09,2026-05-30
539,explorador,telegram,perdido,1,0,0,0,53,0,50.5,0,0,0,0,0,0.0,2026-04-24
3235,explorador,web,contactado,1,0,0,1,0,1,82.8,1,1,0,1,0,0.023,2026-03-18
4679,explorador,web,propuesta,0,0,0,0,1,4,37.6,1,0,0,1,0,0.046,2026-04-25
18237,familiar,referido,calificado,1,0,1,0,9,1,0,0,0,0,0,0,0.36,2026-04-01
13234,inversor,web,negociacion,1,0,0,1,0,3,62.4,0,0,0,0,1,0.5,2026-05-05
4270,explorador,web,perdido,0,0,1,1,30,2,68.2,0,0,0,1,0,0.0,2026-03-06
53,explorador,web,calificado,1,0,0,0,7,3,0,1,1,0,0,0,0.073,2026-05-01
6759,referido,referido,cierre,1,1,1,1,3,7,88.2,0,0,0,0,1,0.65,2026-05-14
1090,explorador,manual,perdido,0,0,0,0,34,2,33.1,1,0,0,0,0,0.0,2026-05-28
16601,familiar,chat,perdido,0,0,0,1,25,1,0,0,0,1,0,0,0.0,2026-05-21
18763,familiar,telegram,propuesta,1,0,1,1,0,2,56.2,0,0,0,0,1,0.43,2026-04-29
15047,familiar,chat,contactado,1,1,0,1,3,2,78.0,0,0,0,0,0,0.38,2026-04-06
14608,inversor,referido,negociacion,1,1,1,1,4,3,73.9,0,0,0,0,1,0.6,2026-06-02
14389,inversor,web,perdido,1,1,1,1,37,0,0,0,0,0,0,0,0.12,2026-04-18
2652,explorador,web,propuesta,0,0,1,1,6,4,56.3,0,0,0,0,0,0.26,2026-04-29
12101,inversor,web,propuesta,1,0,1,1,5,4,0,0,0,0,0,1,0.46,2026-05-23
18959,familiar,web,perdido,1,1,1,1,38,1,0,0,0,1,0,0,0.072,2026-04-10
19575,familiar,chat,contactado,0,0,0,0,8,0,0,1,0,0,0,0,0.121,2026-05-28
12077,inversor,chat,contactado,1,0,0,1,9,2,31.7,0,0,0,0,0,0.32,2026-05-15
5057,explorador,telegram,cierre,0,0,0,0,2,5,0,1,1,1,0,0,0.117,2026-03-20
2834,explorador,web,propuesta,1,1,1,1,5,4,0,1,0,1,0,0,0.15,2026-03-14
16260,familiar,chat,contactado,1,1,1,1,11,0,0,1,0,0,1,0,0.065,2026-03-15
12854,inversor,web,perdido,1,0,1,1,40,0,47.8,0,0,0,0,0,0.07,2026-04-13
19174,familiar,referido,propuesta,1,0,1,0,7,2,0,0,0,0,0,1,0.44,2026-04-07
4996,explorador,web,negociacion,0,0,0,1,1,3,0,1,0,0,0,0,0.165,2026-04-21
1420,explorador,telegram,calificado,0,0,0,0,3,2,0,1,0,0,0,0,0.099,2026-03-23
12025,inversor,web,propuesta,0,0,1,1,4,3,48.0,0,0,0,0,1,0.41,2026-05-01
12449,inversor,chat,propuesta,1,0,1,1,0,2,77.4,0,0,0,0,1,0.46,2026-05-29
6912,referido,referido,propuesta,1,0,0,1,1,3,68.9,0,0,0,0,1,0.64,2026-03-24
16721,familiar,telegram,perdido,1,1,1,1,42,0,75.3,0,0,0,0,0,0.09,2026-05-04
14710,inversor,chat,propuesta,1,0,0,0,6,4,0,0,0,0,0,1,0.42,2026-05-13
16946,familiar,web,cierre,0,0,1,1,0,5,51.7,1,0,0,0,1,0.308,2026-05-13
9637,referido,referido,contactado,1,0,1,1,6,2,87.0,0,0,0,0,1,0.56,2026-04-04
1102,explorador,web,perdido,1,0,0,0,27,2,0,0,0,0,0,0,0.0,2026-05-25
1327,explorador,web,contactado,0,0,0,0,1,1,38.8,1,0,1,0,0,0.053,2026-05-26
9370,referido,referido,cierre,0,0,0,0,2,5,0,0,0,0,0,1,0.65,2026-03-23
15017,familiar,referido,calificado,1,0,1,1,8,3,0,1,0,0,0,0,0.22,2026-04-16
4081,explorador,web,perdido,0,0,0,0,56,0,0,1,0,0,0,0,0.0,2026-05-05
12538,inversor,telegram,perdido,1,1,1,1,46,2,82.8,0,0,0,0,0,0.14,2026-05-13
6894,referido,referido,cierre,0,0,1,1,2,4,0,1,0,0,0,0,0.435,2026-05-11
17969,familiar,referido,propuesta,1,1,1,1,1,2,81.8,0,0,0,0,1,0.53,2026-04-13
2863,explorador,web,negociacion,0,0,1,0,0,5,50.4,0,1,0,0,0,0.224,2026-03-16
1897,explorador,web,negociacion,0,0,1,0,0,4,23.2,0,1,0,1,0,0.078,2026-03-27
16257,familiar,chat,negociacion,1,1,1,0,6,4,79.6,0,0,1,0,1,0.416,2026-03-14
11949,inversor,referido,cierre,1,1,1,1,0,6,0,1,0,0,0,1,0.396,2026-03-07
14738,inversor,telegram,contactado,0,0,1,1,12,2,40.4,0,0,1,0,0,0.248,2026-04-07
8319,referido,referido,cierre,1,1,1,1,0,5,0,0,0,0,0,1,0.65,2026-03-17
17952,familiar,web,propuesta,1,1,1,0,3,2,40.4,0,0,0,0,1,0.46,2026-06-04
1228,explorador,web,propuesta,1,0,0,0,1,3,57.8,0,0,0,0,0,0.25,2026-05-10
1746,explorador,web,calificado,0,0,1,0,8,1,60.7,1,1,0,0,0,0.054,2026-05-06
18915,familiar,web,negociacion,1,1,1,0,5,5,41.0,1,0,0,0,0,0.286,2026-06-04
9837,referido,referido,negociacion,1,1,1,1,7,4,94.9,0,0,0,0,1,0.65,2026-03-14
8949,referido,referido,calificado,0,0,1,1,8,2,0,0,1,0,0,0,0.385,2026-04-13
5892,explorador,manual,calificado,1,1,0,0,1,2,37.3,0,0,0,1,0,0.091,2026-03-25
14228,inversor,chat,cierre,0,0,1,0,3,6,0,1,0,0,0,0,0.314,2026-05-02
9591,referido,referido,propuesta,1,0,1,1,6,3,0,0,0,0,0,1,0.64,2026-04-13
2600,explorador,web,contactado,0,0,0,1,4,0,31.5,0,0,0,0,0,0.12,2026-04-03
4622,explorador,web,perdido,0,0,0,0,55,1,18.8,0,0,0,0,0,0.0,2026-05-25
13148,inversor,referido,calificado,1,1,1,0,9,3,67.4,0,0,1,0,0,0.368,2026-05-21
18391,familiar,telegram,propuesta,1,1,0,1,3,2,71.3,0,0,0,0,1,0.46,2026-04-09
4695,explorador,telegram,contactado,0,0,1,1,10,0,0,0,0,0,0,0,0.12,2026-03-25
10956,inversor,referido,cierre,1,1,1,1,2,5,86.1,0,0,0,0,1,0.65,2026-04-23
6055,referido,referido,calificado,0,0,1,0,3,2,0,0,0,0,0,1,0.57,2026-04-11
5965,explorador,web,perdido,0,0,0,0,23,2,0,1,0,0,0,0,0.0,2026-05-04
13157,inversor,referido,negociacion,1,1,1,1,1,5,75.9,0,0,0,0,1,0.64,2026-04-17
16148,familiar,web,negociacion,1,0,1,1,2,3,37.9,0,0,0,0,1,0.49,2026-06-03
18606,familiar,web,calificado,1,0,1,1,7,3,68.2,0,0,0,0,0,0.37,2026-04-14
17047,familiar,web,calificado,1,0,0,1,5,1,0,0,0,0,0,0,0.33,2026-04-26
9009,referido,referido,calificado,1,0,1,1,7,3,73.9,0,0,0,0,1,0.6,2026-05-11
2792,explorador,telegram,perdido,1,0,0,1,26,2,0,0,0,1,0,0,0.0,2026-05-04
2865,explorador,telegram,perdido,0,0,1,0,48,1,47.6,0,0,0,1,0,0.0,2026-04-18
7128,referido,referido,negociacion,1,0,1,1,0,4,77.4,0,0,0,0,1,0.65,2026-04-25
18408,familiar,chat,negociacion,0,0,1,1,2,5,47.9,0,0,0,0,1,0.48,2026-03-17
5403,explorador,web,contactado,1,0,1,0,9,1,33.1,0,0,0,1,0,0.045,2026-03-14
18120,familiar,referido,cierre,0,0,1,1,1,6,0,0,0,0,0,1,0.61,2026-04-27
10705,inversor,chat,cierre,1,1,1,0,2,5,0,0,0,1,0,1,0.52,2026-05-12
17104,familiar,chat,cierre,1,1,1,1,3,7,67.0,0,0,0,0,1,0.64,2026-03-30
10782,inversor,telegram,cierre,1,1,1,1,2,5,0,1,0,0,0,1,0.369,2026-04-17
6573,referido,referido,calificado,1,1,1,1,7,1,85.7,0,0,0,1,0,0.221,2026-05-21
18764,familiar,web,propuesta,0,0,1,0,2,4,0,0,0,0,0,1,0.4,2026-06-04
748,explorador,manual,perdido,0,0,0,0,33,0,0,1,0,0,0,0,0.0,2026-03-25
13945,inversor,web,contactado,0,0,0,0,1,1,34.9,0,0,0,0,0,0.29,2026-05-08
17794,familiar,chat,propuesta,1,0,1,1,1,2,57.4,0,1,0,0,0,0.301,2026-05-30
16354,familiar,web,calificado,0,0,0,1,8,1,40.0,0,0,0,0,0,0.28,2026-05-03
11149,inversor,telegram,propuesta,1,0,0,0,2,2,50.9,0,1,0,0,0,0.294,2026-04-24
6214,referido,referido,calificado,1,0,1,1,8,3,0,0,0,0,0,1,0.58,2026-04-29
15784,familiar,web,negociacion,1,0,1,1,5,3,0,1,0,1,0,0,0.207,2026-05-31
6167,referido,referido,perdido,1,1,1,1,30,0,88.1,0,0,1,0,0,0.256,2026-03-31
5896,explorador,web,negociacion,1,0,0,0,1,4,0,1,1,0,0,0,0.127,2026-05-04
15844,familiar,referido,contactado,1,1,0,1,2,0,75.6,0,0,0,1,0,0.143,2026-04-06
763,explorador,web,calificado,0,0,0,1,8,3,45.7,0,0,0,1,0,0.056,2026-04-07
3949,explorador,web,contactado,0,0,0,1,10,1,53.5,1,0,0,0,0,0.055,2026-03-21
14723,inversor,web,calificado,1,0,0,0,9,1,42.1,0,1,0,0,0,0.224,2026-04-24
13644,inversor,referido,contactado,1,0,1,1,4,2,57.1,0,0,1,0,0,0.328,2026-04-20
3326,explorador,web,perdido,0,0,0,0,16,0,51.4,0,0,0,0,0,0.0,2026-04-12
14351,inversor,chat,contactado,0,0,1,1,7,0,0,0,0,0,1,0,0.109,2026-04-02
19472,familiar,web,cierre,0,0,1,1,1,4,72.0,1,1,0,0,0,0.216,2026-05-27
17303,familiar,referido,calificado,0,0,0,1,0,3,73.5,0,1,0,0,0,0.273,2026-03-30
7568,referido,referido,calificado,1,1,1,1,1,1,95,1,0,0,0,0,0.358,2026-06-04
11922,inversor,web,contactado,1,1,1,0,11,0,61.6,0,0,0,0,0,0.35,2026-04-08
19993,familiar,chat,contactado,1,1,0,1,6,2,0,0,0,0,0,0,0.36,2026-04-04
1408,explorador,web,contactado,0,0,0,0,13,0,48.1,0,1,0,1,0,0.02,2026-04-26
11551,inversor,web,negociacion,0,0,1,0,5,4,0,0,1,1,0,0,0.263,2026-03-26
9502,referido,referido,cierre,1,0,1,1,0,7,0,1,0,1,0,0,0.361,2026-04-29
12490,inversor,web,contactado,1,1,1,1,9,0,0,0,0,0,0,0,0.37,2026-05-29
12001,inversor,web,propuesta,0,0,1,0,1,3,35.5,0,0,1,0,0,0.328,2026-05-26
10021,inversor,referido,cierre,1,1,0,1,0,7,92.1,1,0,0,0,1,0.385,2026-04-07
1379,explorador,web,calificado,0,0,0,0,6,3,41.9,0,0,0,1,0,0.056,2026-04-01
12425,inversor,web,calificado,1,1,1,0,4,3,0,0,0,0,0,1,0.43,2026-05-05
8267,referido,referido,propuesta,1,1,0,0,5,4,80.4,0,0,0,0,1,0.65,2026-05-12
1431,explorador,web,calificado,0,0,0,1,4,2,17.2,1,1,0,0,0,0.069,2026-03-25
10892,inversor,referido,calificado,1,1,1,1,8,2,87.5,1,0,0,0,0,0.264,2026-05-11
5537,explorador,web,calificado,1,1,1,1,3,3,0,1,0,0,1,0,0.058,2026-05-06
7810,referido,referido,calificado,1,1,1,0,2,3,0,0,0,0,0,1,0.65,2026-03-12
6023,referido,referido,calificado,1,1,1,1,0,1,77.6,0,0,0,1,0,0.228,2026-03-10
1390,explorador,telegram,propuesta,0,0,1,1,0,4,0,0,0,0,0,0,0.28,2026-04-12
16110,familiar,referido,calificado,1,1,1,1,6,2,64.7,0,0,0,0,1,0.47,2026-04-13
822,explorador,manual,propuesta,1,1,1,0,1,2,0,1,0,1,0,0,0.141,2026-04-04
8973,referido,referido,propuesta,1,1,1,1,5,4,80.3,0,0,0,0,1,0.65,2026-03-18
2933,explorador,web,contactado,0,0,0,1,10,1,0,1,0,1,0,0,0.044,2026-05-03
17020,familiar,chat,calificado,1,1,0,1,9,1,46.9,0,0,0,0,0,0.36,2026-05-09
17908,familiar,referido,propuesta,1,0,1,1,1,2,0,0,0,0,1,0,0.168,2026-05-26
3951,explorador,web,perdido,0,0,0,0,23,2,30.6,0,1,0,0,0,0.0,2026-03-21
1756,explorador,web,negociacion,0,0,0,1,3,3,33.2,0,1,0,1,0,0.073,2026-06-01
16211,familiar,chat,contactado,1,0,1,1,4,1,0,0,1,0,0,0,0.217,2026-03-14
12781,inversor,web,calificado,1,1,0,1,10,2,67.2,1,0,0,0,0,0.226,2026-04-24
4794,explorador,web,perdido,0,0,0,0,40,1,35.2,0,0,1,1,0,0.0,2026-04-09
1278,explorador,chat,contactado,0,0,1,0,3,1,47.6,0,0,0,1,0,0.049,2026-04-21
13212,inversor,telegram,contactado,1,1,0,0,13,2,59.6,1,0,0,0,0,0.193,2026-06-03
15504,familiar,telegram,perdido,1,1,0,1,31,2,59.5,0,0,1,0,0,0.072,2026-03-21
18513,familiar,chat,contactado,1,1,1,0,6,0,0,0,0,0,0,0,0.34,2026-03-26
10812,inversor,chat,calificado,1,1,1,0,9,1,73.3,1,0,0,0,0,0.214,2026-05-21
459,explorador,web,contactado,1,1,0,1,7,2,65.9,1,0,0,0,0,0.121,2026-04-09
8981,referido,referido,cierre,1,1,1,0,1,7,0,0,0,0,0,1,0.65,2026-04-23
10885,inversor,web,calificado,1,1,1,1,0,3,65.3,0,0,0,0,1,0.47,2026-03-28
1959,explorador,chat,contactado,1,0,0,0,12,0,0,0,0,0,0,0,0.11,2026-05-12
4504,explorador,web,perdido,0,0,1,0,42,0,0,0,0,1,0,0,0.0,2026-04-10
8420,referido,referido,calificado,1,1,1,0,6,1,0,0,0,0,0,1,0.61,2026-05-31
80,explorador,chat,propuesta,1,0,0,1,6,4,50.8,0,1,0,0,0,0.189,2026-05-25
14789,inversor,chat,perdido,1,1,1,0,39,0,61.2,0,0,0,0,0,0.1,2026-04-21
3767,explorador,chat,contactado,1,1,0,0,13,2,0,0,0,0,0,0,0.18,2026-05-24
2089,explorador,web,perdido,0,0,0,0,58,0,0,1,1,1,0,0,0.0,2026-03-11
10684,inversor,referido,perdido,1,0,1,1,31,1,0,0,0,0,0,0,0.12,2026-05-01
5077,explorador,manual,calificado,0,0,0,1,7,3,39.8,0,0,0,0,0,0.18,2026-05-12
15014,familiar,web,propuesta,1,0,0,1,3,3,0,0,0,0,0,0,0.41,2026-04-14
6698,referido,referido,cierre,0,0,1,1,1,6,55.5,0,1,0,0,1,0.553,2026-05-13
6732,referido,referido,calificado,1,1,0,0,7,1,94.8,0,0,0,0,1,0.59,2026-03-12
18032,familiar,chat,perdido,1,1,0,0,58,2,66.6,0,0,0,0,0,0.07,2026-05-02
10318,inversor,web,perdido,1,0,1,1,48,0,60.3,0,0,0,0,0,0.07,2026-04-24
6695,referido,referido,propuesta,0,0,1,1,1,2,70.3,0,1,0,1,0,0.154,2026-04-20
7340,referido,referido,calificado,1,1,1,1,0,3,73.3,1,0,0,0,0,0.369,2026-05-19
5053,explorador,web,contactado,1,0,0,0,11,1,0,0,0,1,0,0,0.088,2026-04-26
11418,inversor,chat,calificado,1,0,1,1,7,2,0,0,0,0,0,1,0.4,2026-03-23
19633,familiar,telegram,propuesta,1,1,1,1,1,4,84.7,1,0,0,0,0,0.275,2026-03-26
14008,inversor,referido,propuesta,1,1,0,1,1,4,95,0,0,0,0,1,0.56,2026-03-18
9496,referido,referido,negociacion,1,0,1,0,0,4,69.0,0,0,0,1,0,0.252,2026-06-04
13093,inversor,referido,propuesta,0,0,1,0,4,2,63.8,0,0,0,0,1,0.44,2026-03-27
10855,inversor,web,negociacion,1,0,0,0,4,3,62.7,0,1,0,0,0,0.322,2026-05-13
4162,explorador,web,propuesta,0,0,1,0,6,2,0,0,1,0,0,0,0.154,2026-05-18
17408,familiar,referido,perdido,1,0,0,1,24,2,58.4,1,0,0,0,0,0.05,2026-03-23
8858,referido,referido,calificado,0,0,0,0,5,3,0,0,0,1,0,1,0.424,2026-04-21
18776,familiar,web,propuesta,1,0,1,0,2,4,54.8,1,0,0,0,0,0.236,2026-05-20
14967,inversor,chat,contactado,0,0,0,0,14,1,0,0,0,0,0,0,0.25,2026-05-22
17392,familiar,web,negociacion,1,1,0,1,5,3,0,0,0,0,0,1,0.5,2026-03-25
15370,familiar,chat,perdido,1,0,0,1,54,1,38.6,0,1,0,0,0,0.014,2026-03-20
18661,familiar,web,perdido,0,0,1,1,30,2,41.2,0,0,0,0,0,0.03,2026-04-21
6713,referido,referido,propuesta,1,1,0,0,7,4,0,0,0,1,0,1,0.536,2026-05-10
2782,explorador,web,perdido,0,0,0,1,48,0,0,0,0,1,1,0,0.0,2026-04-13
5245,explorador,chat,perdido,0,0,1,0,16,2,51.7,0,1,0,1,0,0.0,2026-04-22
13189,inversor,referido,contactado,1,1,1,0,11,0,82.7,0,0,0,0,1,0.4,2026-04-22
10359,inversor,web,perdido,1,1,0,1,40,1,0,0,0,0,0,0,0.1,2026-06-01
14206,inversor,web,cierre,1,1,1,1,3,6,71.6,0,0,0,0,1,0.65,2026-04-08
19178,familiar,web,calificado,1,0,1,1,3,2,66.7,0,1,0,0,0,0.273,2026-04-16
17345,familiar,referido,propuesta,1,0,1,1,7,3,66.9,0,0,0,0,1,0.46,2026-04-04
5610,explorador,web,perdido,1,0,0,0,31,1,0,0,0,0,0,0,0.0,2026-03-27
5790,explorador,web,negociacion,0,0,0,1,4,3,53.5,0,0,0,0,0,0.28,2026-04-29
2874,explorador,chat,negociacion,0,0,0,0,3,3,49.8,0,0,0,0,0,0.28,2026-04-27
9442,referido,referido,calificado,1,1,1,1,3,1,0,1,0,0,1,0,0.125,2026-05-27
17457,familiar,chat,perdido,1,1,1,0,53,1,71.9,0,0,0,1,0,0.025,2026-03-08
3544,explorador,chat,contactado,1,0,0,0,3,1,31.1,0,1,0,0,0,0.105,2026-03-09
13118,inversor,referido,contactado,1,1,1,0,14,1,77.7,0,0,1,0,0,0.32,2026-06-04
701,explorador,web,propuesta,1,1,0,0,7,3,51.4,0,0,0,0,0,0.28,2026-03-12
12808,inversor,chat,negociacion,0,0,1,1,0,3,53.2,0,0,0,0,1,0.49,2026-03-10
744,explorador,chat,perdido,0,0,0,0,42,1,0,0,0,0,1,0,0.0,2026-04-10
1555,explorador,web,contactado,0,0,1,0,5,1,0,0,0,0,0,0,0.12,2026-04-29
7851,referido,referido,calificado,1,1,1,1,0,3,0,0,0,0,0,1,0.65,2026-04-18
17859,familiar,chat,negociacion,0,0,1,1,0,5,0,0,0,0,1,0,0.168,2026-05-03
13595,inversor,web,negociacion,1,0,1,1,0,3,65.4,0,0,0,0,1,0.52,2026-03-23
2316,explorador,chat,cierre,0,0,0,0,3,7,29.6,0,1,0,0,1,0.266,2026-04-27
15061,familiar,chat,cierre,1,0,0,1,1,5,0,0,0,0,0,1,0.57,2026-03-13
9957,referido,referido,calificado,1,1,1,0,5,2,0,0,0,0,0,1,0.63,2026-05-23
9868,referido,referido,contactado,1,0,1,0,13,2,0,0,1,0,0,1,0.364,2026-04-22
5773,explorador,chat,perdido,0,0,0,0,35,2,37.5,0,0,0,1,0,0.0,2026-05-19
16502,familiar,chat,perdido,1,0,1,1,32,0,58.4,0,0,0,1,0,0.014,2026-05-22
2355,explorador,chat,contactado,0,0,1,0,12,1,46.6,0,0,0,1,0,0.035,2026-04-05
16099,familiar,chat,negociacion,1,1,0,1,0,5,0,0,0,0,1,0,0.189,2026-05-10
5685,explorador,chat,perdido,0,0,1,0,25,0,44.0,0,0,1,0,0,0.0,2026-04-21
15842,familiar,web,perdido,1,1,1,1,27,2,46.6,0,0,0,0,0,0.11,2026-03-17
5544,explorador,web,perdido,0,0,0,0,53,2,0,0,0,0,1,0,0.0,2026-05-21
14974,inversor,telegram,cierre,1,1,0,0,1,4,0,0,0,0,0,1,0.63,2026-03-14
3443,explorador,chat,calificado,0,0,1,1,10,2,0,0,0,0,1,0,0.063,2026-06-02
18586,familiar,web,contactado,1,1,0,1,1,2,0,0,0,0,0,0,0.38,2026-05-28
10746,inversor,web,propuesta,1,1,1,1,0,4,0,0,0,0,0,1,0.53,2026-05-17
7738,referido,referido,cierre,0,0,1,1,3,5,36.9,1,1,0,0,0,0.304,2026-04-14
16289,familiar,referido,perdido,1,0,1,1,34,1,0,0,0,0,0,0,0.09,2026-04-07
4980,explorador,web,perdido,0,0,1,0,42,0,0,0,1,0,0,0,0.0,2026-05-17
18046,familiar,referido,calificado,1,1,1,1,7,2,68.9,0,0,0,0,1,0.47,2026-03-24
851,explorador,web,contactado,1,1,0,1,14,2,69.6,0,0,0,0,0,0.2,2026-05-10
1257,explorador,web,perdido,1,0,0,0,47,2,43.6,0,0,0,0,0,0.0,2026-05-15
834,explorador,web,contactado,0,0,1,0,0,1,69.3,0,0,1,1,0,0.039,2026-03-24
8376,referido,referido,calificado,1,1,1,1,4,3,81.0,0,0,0,0,1,0.65,2026-04-03
2420,explorador,web,perdido,0,0,0,0,28,1,34.8,0,1,0,0,0,0.0,2026-03-23
7229,referido,referido,calificado,1,1,1,0,8,3,0,0,0,0,0,1,0.61,2026-05-18
5060,explorador,web,calificado,0,0,0,0,7,2,53.6,0,0,1,1,0,0.045,2026-06-03
15957,familiar,chat,contactado,1,1,0,1,8,1,0,0,0,0,1,0,0.112,2026-06-01
3622,explorador,web,cierre,1,0,0,1,3,6,43.3,0,0,0,0,1,0.43,2026-04-12
18269,familiar,referido,calificado,1,1,1,1,0,1,0,1,0,0,0,0,0.259,2026-04-14
11293,inversor,web,contactado,0,0,1,1,11,0,59.9,0,0,1,0,0,0.232,2026-05-16
5898,explorador,web,perdido,1,1,0,1,25,2,75.8,0,0,0,0,0,0.0,2026-04-03
14396,inversor,chat,contactado,1,0,1,1,5,1,70.5,0,0,0,0,0,0.34,2026-05-21
15810,familiar,web,cierre,0,0,0,1,1,6,0,0,0,1,0,1,0.432,2026-04-21
2470,explorador,telegram,propuesta,0,0,0,0,7,3,0,0,0,0,0,0,0.2,2026-04-28
19220,familiar,web,propuesta,0,0,1,1,5,3,36.4,0,0,0,0,0,0.38,2026-04-25
1855,explorador,chat,contactado,1,1,0,0,1,2,69.8,0,0,0,0,0,0.22,2026-05-03
1296,explorador,web,perdido,0,0,1,0,50,2,0,0,0,0,1,0,0.0,2026-03-30
18531,familiar,referido,calificado,1,1,1,1,0,3,77.8,0,0,0,0,1,0.49,2026-04-16
17596,familiar,chat,calificado,0,0,1,1,9,3,36.1,0,1,1,0,0,0.179,2026-04-02
18039,familiar,web,perdido,1,0,1,0,50,0,46.6,0,1,1,0,0,0.011,2026-05-20
16091,familiar,web,contactado,1,1,1,1,1,2,75.1,1,0,0,0,0,0.22,2026-05-06
4326,explorador,web,contactado,0,0,1,0,13,2,0,0,1,0,0,0,0.084,2026-04-18
15839,familiar,telegram,contactado,1,1,0,1,4,2,0,0,0,0,0,0,0.36,2026-04-20
18647,familiar,chat,contactado,1,1,0,0,13,2,0,0,0,0,0,0,0.32,2026-03-18
16022,familiar,telegram,propuesta,1,1,1,1,3,4,49.4,1,0,0,0,0,0.275,2026-05-15
9828,referido,referido,negociacion,1,1,0,1,1,3,0,0,0,0,0,1,0.65,2026-06-02
15422,familiar,web,negociacion,1,1,1,1,0,4,62.9,0,0,0,0,1,0.56,2026-04-10
17770,familiar,chat,calificado,1,0,1,1,8,3,0,0,0,1,0,0,0.28,2026-03-14
19958,familiar,referido,perdido,1,0,1,1,28,1,0,0,0,1,0,0,0.072,2026-03-19
9435,referido,referido,propuesta,1,1,1,1,4,4,77.0,0,0,0,0,1,0.65,2026-03-16
19297,familiar,web,cierre,1,0,1,1,1,6,76.4,0,0,0,0,1,0.59,2026-04-27
3772,explorador,web,contactado,1,1,0,0,11,0,55.0,0,0,0,0,0,0.16,2026-05-12
3998,explorador,chat,contactado,0,0,1,0,3,2,0,1,0,0,0,0,0.088,2026-05-23
6063,referido,referido,perdido,1,1,1,1,28,2,0,0,0,0,0,0,0.34,2026-04-10
8610,referido,referido,contactado,0,0,1,1,6,2,72.4,0,0,0,0,1,0.53,2026-04-11
6318,referido,referido,propuesta,1,1,1,0,1,3,95,0,0,0,0,1,0.65,2026-04-08
12223,inversor,web,propuesta,1,1,0,1,3,4,0,0,0,0,0,1,0.51,2026-04-07
2817,explorador,web,cierre,0,0,1,1,3,6,43.9,0,0,0,0,1,0.42,2026-04-04
18658,familiar,web,negociacion,1,0,1,1,4,4,63.1,0,0,1,0,0,0.392,2026-03-14
19955,familiar,chat,contactado,1,1,0,0,11,2,0,0,0,0,0,0,0.32,2026-05-11
13523,inversor,referido,contactado,1,1,0,0,11,0,79.1,1,0,1,1,0,0.059,2026-03-15
3962,explorador,web,perdido,0,0,0,0,31,1,49.4,0,1,0,1,0,0.0,2026-04-21
5321,explorador,web,perdido,1,1,0,1,57,0,0,0,0,0,0,0,0.0,2026-04-28
19028,familiar,web,calificado,1,1,1,1,3,2,59.4,0,0,0,0,1,0.44,2026-04-30
11633,inversor,telegram,calificado,1,1,1,1,10,3,0,0,0,0,0,1,0.43,2026-05-16
9257,referido,referido,calificado,0,0,1,1,3,3,62.8,1,1,0,0,0,0.227,2026-05-31
16999,familiar,chat,propuesta,1,0,1,0,2,3,0,1,0,0,0,0,0.226,2026-05-06
17933,familiar,referido,contactado,1,1,1,1,1,2,88.6,0,0,0,0,1,0.45,2026-03-28
